IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,fossil_bio,Substance,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2004,74.33134514,73.93338785,76.57783241,77.8217068,75.48211825,75.37304214,74.34842542,73.94713949,76.58839815,77.82357598,75.47501197,75.35708271
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2004,2369.543722,2402.537684,2457.075125,2557.297626,2527.819201,2431.733765,2369.706787,2402.646755,2457.142555,2557.36425,2527.805924,2431.611856
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2005,447.6228122,630.0806485,1779.621166,2453.923179,1617.592276,770.0883259,446.369474,628.4755671,1777.560863,2450.973511,1615.486897,770.3529296
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2005,1137.078264,1109.356102,1154.971558,1180.75475,1172.576166,1181.28462,1136.923645,1109.132358,1154.802021,1180.713968,1172.620331,1181.382216
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2005,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629,25799.9629
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2005,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543,187.1161543
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2005,755.4824929,734.2396502,727.5654641,755.8647035,750.0296616,749.0474602,755.4824929,734.2396502,727.5654641,755.8647035,750.0296616,749.0474602
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2005,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255,8.556080255
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2005,662.1288707,631.7004448,659.0817784,644.3373733,657.6007017,672.4751708,693.4624018,700.0423079,672.1274682,651.9949061,647.82507,669.9987469
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2005,0.537942838,0.757282607,2.140565885,2.951588793,1.945573698,0.927046076,0.537942838,0.757282607,2.140565885,2.951588793,1.945573698,0.927046076
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.e,Other Transportation,fossil,CO2,2005,211.2006219,214.1673727,219.0493411,227.9856332,225.393146,216.8755654,211.3714601,214.2838819,219.1171738,228.0474993,225.3799562,216.7584282
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2005,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855,3426.637855
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2005,92.30082431,90.05602483,93.75542522,95.83939784,95.17039474,95.87441803,92.27035545,90.00975607,93.71980061,95.8310821,95.1790431,95.89347769
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2005,10.94128239,10.6741964,11.1134182,11.36213097,11.28384637,11.36789535,10.94128239,10.6741964,11.1134182,11.36213097,11.28384637,11.36789535
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2005,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005,302.9786005
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2005,0.380502797,0.371214401,0.38648913,0.395138564,0.392416077,0.395339031,0.380502797,0.371214401,0.38648913,0.395138564,0.392416077,0.395339031
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2005,3.63344611,5.114918139,14.45773936,19.93553345,13.14076056,6.261297658,3.633184609,5.114601314,14.45740002,19.93504082,13.14038136,6.261386726
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2005,8.507309152,8.625642516,8.821338835,9.181203941,9.075222049,8.730028507,8.507309152,8.625642516,8.821338835,9.181203941,9.075222049,8.730028507
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2005,76.04015756,75.6290681,78.3300823,79.60709298,77.21501873,77.1033482,76.05761216,75.64312112,78.3408796,79.60900313,77.20775672,77.08703901
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2005,43.15020735,42.09687415,43.8290762,44.80994913,44.50121049,44.83268268,43.15020735,42.09687415,43.8290762,44.80994913,44.50121049,44.83268268
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2005,2078.443805,2107.384439,2155.221922,2243.132026,2217.275044,2132.993763,2078.586838,2107.480111,2155.281067,2243.190465,2217.263398,2132.886831
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2005,0.572207966,0.558247668,0.581201101,0.594186474,0.590072411,0.594453748,0.572131679,0.558151294,0.581131912,0.594168376,0.590094836,0.594502537
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2005,419.4353971,409.2069275,426.0354241,435.550833,432.5371353,435.7513713,419.3897238,409.140835,425.9853442,435.5387864,432.5501815,435.7802005
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2006,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969,26503.72969
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2006,1293.903036,1262.356705,1314.26407,1343.604649,1334.299009,1344.209096,1293.730437,1262.106942,1314.074819,1343.559125,1334.34831,1344.318041
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2006,483.3698464,680.3987151,1921.741221,2649.892806,1746.772748,831.587367,482.0164169,678.6654524,1919.516382,2646.707579,1744.499235,831.8731018
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2006,0.587401432,0.573070455,0.596633355,0.609963521,0.60574022,0.610237891,0.587323119,0.572971522,0.596562329,0.609944942,0.60576324,0.610287975
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2006,44.99444347,43.8960909,45.70232712,46.72512247,46.40318837,46.74882766,44.99444347,43.8960909,45.70232712,46.72512247,46.40318837,46.74882766
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2006,388.1459077,378.6804987,394.2535819,403.0591015,400.2701905,403.2446276,388.1035249,378.6191678,394.2071099,403.0479228,400.2822968,403.2713799
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2006,107.6719981,105.0533644,109.3688387,111.7998624,111.0194479,111.8407147,107.6364551,104.9993904,109.3272814,111.7901619,111.0295366,111.8629484
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2006,0.491468294,0.691858624,1.955635787,2.696591921,1.777489577,0.846955702,0.491468294,0.691858624,1.955635787,2.696591921,1.777489577,0.846955702
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2006,1861.144766,1887.059688,1929.895814,2008.615013,1985.46135,1909.991585,1861.272845,1887.145357,1929.948776,2008.667342,1985.450921,1909.895833
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2006,674.4674139,657.8097264,691.1818028,664.9803268,688.4230014,727.4402542,763.4407001,767.6370154,727.1113592,713.0083278,705.4719673,725.0642336
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2006,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142,205.8140142
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2006,0.380502797,0.371214401,0.38648913,0.395138564,0.392416077,0.395339031,0.380502797,0.371214401,0.38648913,0.395138564,0.392416077,0.395339031
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2006,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271,9.090835271
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2006,9.022903646,9.148408729,9.355965431,9.737640544,9.625235507,9.259121143,9.022903646,9.148408729,9.355965431,9.737640544,9.625235507,9.259121143
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2006,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454,0.003459454
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2006,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084,3006.282084
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2006,5.431910643,7.646674103,21.61395708,29.80312162,19.64510688,9.360482682,5.431519705,7.646200457,21.61344978,29.80238515,19.64453997,9.360615836
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2006,79.11617547,78.61601481,81.34947944,82.76072363,80.29551415,80.17774653,79.1340028,78.63036791,81.36050731,82.76267456,80.28809706,80.16108907
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.e,Other Transportation,fossil,CO2,2006,67.57422496,68.52344511,70.08544443,72.9446359,72.11516242,69.38993888,67.62888509,68.56072253,70.10714771,72.96443013,72.1109423,69.3524605
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2006,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189,276.0816189
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2006,8.878794467,8.662055556,9.018481792,9.220310929,9.156783381,9.224988695,8.878794467,8.662055556,9.018481792,9.220310929,9.156783381,9.224988695
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2006,695.5952837,676.1227774,670.0048047,695.9456416,690.5968805,689.6965338,695.5952837,676.1227774,670.0048047,695.9456416,690.5968805,689.6965338
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2007,468.0302056,658.8064044,1860.755166,2565.799013,1691.339281,805.1971161,466.7197269,657.1281464,1858.600932,2562.714868,1689.137917,805.4737832
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2007,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929,27485.63929
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2007,1474.354576,1438.408177,1497.555161,1530.98863,1520.385841,1531.678413,1474.160228,1438.126941,1497.342061,1530.93737,1520.441355,1531.801087
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2007,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789,275.0318789
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2007,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593,0.00994593
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2007,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287,9.625590287
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2007,79.55349146,79.11032286,81.92225899,83.273188,80.77485955,80.65774408,79.57169231,79.1249767,81.93351792,83.27517981,80.76728705,80.6407376
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2007,9.53849814,9.671174942,9.890592027,10.29407715,10.17524896,9.78821378,9.53849814,9.671174942,9.890592027,10.29407715,10.17524896,9.78821378
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2007,0.412085956,0.402026588,0.418569176,0.427936546,0.424988082,0.428153653,0.412085956,0.402026588,0.418569176,0.427936546,0.424988082,0.428153653
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2007,0.490015965,0.689814124,1.949856721,2.688623269,1.772236948,0.844452878,0.490015965,0.689814124,1.949856721,2.688623269,1.772236948,0.844452878
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2007,679.8682015,645.1470111,697.7475254,664.4951376,709.1370607,722.4746642,753.4096751,754.8615624,714.8741247,709.2582916,702.345624,703.966663
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2007,1681.056679,1704.464022,1743.155238,1814.25741,1793.344142,1725.176983,1681.172365,1704.541401,1743.203076,1814.304676,1793.334722,1725.090496
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2007,11.27488871,10.9996591,11.45227304,11.70856922,11.62789767,11.71450936,11.27488871,10.9996591,11.45227304,11.70856922,11.62789767,11.71450936
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2007,146.8008581,143.2305921,149.114344,152.4288211,151.3647978,152.4845194,146.7523985,143.1570035,149.0576845,152.4155953,151.3785527,152.514833
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2007,3.733867989,5.256285224,14.85732512,20.48651553,13.50394742,6.4343486,3.73359926,5.255959642,14.85697641,20.48600929,13.50355773,6.43444013
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2007,724.8847031,705.4119579,699.2939102,725.2350654,719.8862386,718.9858809,724.8847031,705.4119579,699.2939102,725.2350654,719.8862386,718.9858809
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2007,415.444784,405.3134847,421.982,431.4071462,428.4223006,431.6060658,415.4001916,405.2489564,421.9331053,431.3953847,428.435038,431.6342127
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2007,46.83867959,45.69530766,47.57557804,48.64029582,48.30516626,48.66497263,46.83867959,45.69530766,47.57557804,48.64029582,48.30516626,48.66497263
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2007,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321,111.7759321
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2007,0.603119516,0.588405061,0.612598474,0.626285338,0.621949026,0.626567049,0.603039109,0.588303481,0.612525548,0.626266261,0.621972662,0.626618474
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2007,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365,2624.132365
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2008,483.6691108,680.8199642,1922.931012,2651.53341,1747.854212,832.1022201,482.3148434,679.0856284,1920.704795,2648.346211,1745.579291,832.3881319
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2008,1651.100981,1610.846335,1677.082981,1714.522579,1702.647462,1715.293018,1650.878787,1610.524803,1676.839349,1714.463974,1702.71093,1715.433269
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2008,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435,28102.54435
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2008,84.5701967,83.93544677,86.75119788,88.37383436,85.77133084,85.64325613,84.58877069,83.95040101,86.76268762,88.375867,85.7636031,85.62590101
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2008,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453,10.1603453
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2008,666.0752004,654.0033537,644.3660828,617.5210572,649.1549323,667.8700487,686.463434,685.339385,615.4775719,631.1183929,619.971165,632.5480556
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2008,12.81788411,12.50498867,13.01954391,13.31091483,13.21920319,13.31766789,12.81788411,12.50498867,13.01954391,13.31091483,13.21920319,13.31766789
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2008,800.9351685,779.6923258,773.0181397,801.3173791,795.4823371,794.5001358,800.9351685,779.6923258,773.0181397,801.3173791,795.4823371,794.5001358
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2008,308.2432715,300.7466501,313.1009848,320.0605168,317.8263471,320.1774685,308.1415192,300.5921333,312.9820147,320.032746,317.8552288,320.2411192
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2008,0.451529234,0.635634888,1.796711484,2.477453984,1.633042285,0.778128037,0.451529234,0.635634888,1.796711484,2.477453984,1.633042285,0.778128037
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2008,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344,2506.108344
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2008,1.592397075,1.553525311,1.617449765,1.653647487,1.642253926,1.654486436,1.592397075,1.553525311,1.617449765,1.653647487,1.642253926,1.654486436
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2008,2018.525834,2046.632158,2093.090568,2178.466376,2153.354806,2071.50321,2018.664743,2046.725072,2093.148009,2178.52313,2153.343495,2071.39936
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2008,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815,0.013837815
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2008,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591,224.6443591
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2008,10.05409263,10.19394116,10.42521862,10.85051375,10.72526242,10.31730642,10.05409263,10.19394116,10.42521862,10.85051375,10.72526242,10.31730642
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2008,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233,214.3529233
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2008,0.619362221,0.604251488,0.629096457,0.643151924,0.638698831,0.643441223,0.619279647,0.604147173,0.629021567,0.643132334,0.638723103,0.643494032
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2008,7.289715375,10.26196516,29.00629366,39.9962901,26.3640636,12.56192508,7.28919073,10.26132952,29.00561286,39.99530176,26.3633028,12.56210377
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2008,48.68291572,47.49452441,49.44882896,50.55546916,50.20714414,50.58111761,48.68291572,47.49452441,49.44882896,50.55546916,50.20714414,50.58111761
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2008,427.1266292,416.7108004,433.8477047,443.5372269,440.4680195,443.741043,427.0792259,416.6422044,433.7957278,443.524724,440.4815599,443.7709643
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,bio,CO2,2009,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215,28746.04215
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,bio,CO2,2009,1855.796888,1810.5513,1884.999976,1927.081819,1913.734916,1927.948479,1855.548722,1810.192186,1884.727866,1927.016363,1913.805802,1928.105123
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2009,382.3118026,538.1478824,1519.963142,2095.88021,1381.575295,657.7275509,381.2413343,536.7769925,1518.203449,2093.360918,1379.777104,657.9535473
Non-Annex_I,Western_Africa,NGA,Nigeria,2.C,Metal Industry,fossil,CO2,2009,1.854688435,1.809413916,1.883867674,1.926027696,1.912757447,1.927004833,1.854688435,1.809413916,1.883867674,1.926027696,1.912757447,1.927004833
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.2,Manufacturing Industries and Construction,fossil,CO2,2009,182.9233331,178.4619594,185.8016604,189.9525242,188.6388762,190.0410812,182.9058691,178.4366877,185.7825114,189.947918,188.6438647,190.0521046
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.2,Oil and Natural Gas,fossil,CO2,2009,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373,2403.346373
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.1,Cement production,fossil,CO2,2009,290.2077609,283.1497717,294.7812464,301.3335717,299.2301247,301.4436805,290.1119622,283.0042957,294.6692372,301.3074257,299.2573164,301.5036069
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.4,Residential and other sectors,fossil,CO2,2009,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194,157.4963194
Non-Annex_I,Western_Africa,NGA,Nigeria,2.B,Chemical Industry,fossil,CO2,2009,50.52715184,49.29374117,51.32207988,52.47064251,52.10912202,52.49726258,50.52715184,49.29374117,51.32207988,52.47064251,52.10912202,52.49726258
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.3,Urea application,fossil,CO2,2009,4.582889316,6.451479664,18.2356411,25.14481858,16.57452715,7.897415641,4.582559483,6.45108005,18.23521309,25.14419722,16.57404885,7.897527983
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.b_noRES,Road Transportation no resuspension,fossil,CO2,2009,1886.505078,1912.773122,1956.192941,2035.984783,2012.515623,1936.017494,1886.634902,1912.859959,1956.246625,2036.037825,2012.505053,1935.920436
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.a,Main Activity Electricity and Heat Production,fossil,CO2,2009,654.9681956,585.5514444,622.9569378,586.5343162,629.8139294,648.6911791,688.5987473,685.9786205,623.1596681,655.2556118,651.6372156,665.5693265
Non-Annex_I,Western_Africa,NGA,Nigeria,1.B.1,Solid Fuels,fossil,CO2,2009,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679,0.014702679
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.4,Other Process Uses of Carbonates,fossil,CO2,2009,5.331600648,5.20145175,5.415481071,5.536676844,5.498529377,5.539485781,5.331600648,5.20145175,5.415481071,5.536676844,5.498529377,5.539485781
Non-Annex_I,Western_Africa,NGA,Nigeria,2.A.3,Glass Production,fossil,CO2,2009,0.636129544,0.620609735,0.646127305,0.66056328,0.655989633,0.660860411,0.636044735,0.620502595,0.646050387,0.66054316,0.656014563,0.66091465
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.c,Railways,fossil,CO2,2009,10.56968713,10.71670737,10.95984522,11.40695035,11.27527588,10.84639905,10.56968713,10.71670737,10.95984522,11.40695035,11.27527588,10.84639905
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.2,Liming,fossil,CO2,2009,0.001161864,0.0016356,0.004623252,0.006374922,0.004202103,0.002002259,0.001161864,0.0016356,0.004623252,0.006374922,0.004202103,0.002002259
Non-Annex_I,Western_Africa,NGA,Nigeria,2.D,Non-Energy Products from Fuels and Solvent Use,fossil,CO2,2009,81.7986316,81.3214193,84.18987621,85.60350541,83.04171302,82.92083994,81.81731412,81.33645967,84.20143194,85.60555033,83.0339409,82.90338384
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.5,Non-Specified,fossil,CO2,2009,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961,96.57607961
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,fossil,CO2,2009,646.4652197,625.980922,619.5450595,646.8337823,641.2070995,640.2599708,646.4652197,625.980922,619.5450595,646.8337823,641.2070995,640.2599708
Non-Annex_I,Western_Africa,NGA,Nigeria,1.A.3.d,Water-borne Navigation,fossil,CO2,2009,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032,10.69510032
Non-Annex_I,Western_Africa,NGA,Nigeria,3.C.1,Emissions from biomass burning,bio,CO2,2010,436.5282162,614.4637271,1735.512204,2393.101242,1577.499295,751.0012314,435.3059426,612.8984286,1733.502966,2390.224683,1575.446099,751.2592768
